Var1,Var2,Var3,Var4
GLYt2rL,"Transport of Glycine   via Proton Symport, Reversible, Lysosomal",0,24.0391995537906
GLYt4,"Transport of Glycine  via Sodium Symport",0,1000
GLYt7_211_r,"Transport of Glycine   via Sodium And Chloride Symport (2:1:1), Reversible",-1000,1000
GLYtm,"Transport of Glycine, Passive, Mitochondrial",-1000,498.977358247179
GLYtp,"Transport of Glycine, Passive, Peroxisomal",-1000,1000
GLYVESSEC,"Secretion of Glycine  via Secretory Vesicle (ATP Driven)",0,1000
GMPtg,"Transport of GMP, Golgi Apparatus",-1000,127.217412352131
GMPtn,"Transport of GMP, Nuclear ",-1000,0
GNDer,"Phosphogluconate Dehydrogenase, Endoplasmic Reticulum",0,1000
GNMT,"Glycine N-Methyltransferase",0,1000
GP1CALPHAte,"Transport of Gp1C Alpha ",0,20.6238736874274
GP1CALPHAtg,"Transport of Gp1C Alpha ",-20.6238736874249,0
GP1Cte,"Transport of Gp1C ",0,20.6238736874273
GP1Ctg,"Transport of Gp1C ",-20.6238736874249,0
GPAM_hs,"Glycerol-3-Phosphate Acyltransferase",0,537.831955502754
GPAMm_hs,"Glycerol-3-Phosphate Acyltransferase",0,0
GPIAT,"Glucosaminylphosphatidyl Inositol Acetyltransferase",0,0
GPIDA2er,"Glycophosphatidylinositol (Gpi) Deacylase, Endoplasmic Reticulum",0,0
GPIDAer,"Glycophosphatidylinositol (Gpi) Deacylase, Endoplasmic Reticulum",0,0
GPIMTer_L,"Glcn-Acylpi Mannosyltransferase, Endoplasmic Reticulum",0,0
GPIMTer_U,"Glcn-Acylpi Mannosyltransferase, Endoplasmic Reticulum",0,0
GQ1BALPHAte,"Transport of Gq1Balpha ",0,24.3471227981805
GQ1BALPHAtg,"Transport of Gq1Balpha ",-23.7481692831122,0
GQ1Bte,"Transport of Gq1B ",0,339.2340443083
GQ1Btg,"Transport of Gq1B ",-125,0
GRTTx,"Geranyltranstransferase",0,151.409352926621
GSNKm,"Guanosine Kinase, Mitochondrial",0,0
GSNt,"Guanosine Faciliated Transport in Cytosol",-1000,1000
GSNt4,"Guanosine Transport in via Sodium Symport",0,1000
GSNtl,"Guanosine Faciliated Transport from Lysosome",0,1000
GSNtm,"Guanosine Faciliated Transport in Mitochondria",0,0
GT1Ate,"Transport of Gt1A ",0,28.7956434979009
GT1Atg,"Transport of Gt1A ",-343.540391111195,0
GTHDH,"Glutathione Dehydrogenase (Dehydroascorbate Reductase)",0,1000
GTHO,"Glutathione Oxidoreductase",0,1000
GTHOm,"Glutathione Oxidoreductase",0,1000
GTHP,"Glutathione Peroxidase",0,1000
GTHPe,"Glutathione Peroxidase, Extracellular",0,0.00412299999900483
GTHPm,"Glutathione Peroxidase, Mitochondria",0,1000
GTHRDt,"Glutathione Transport into Mitochondria",0,1000
GTHRDtr,"Glutathione Transport via Diffusion",0,400.421508648891
GTHS,"Glutathione Synthetase",0,580.33714638207
GTMLTe,"G-Glutamyltransferase, Extracellular",0,1000
GTPCIn,"GTP Cyclohydrolase I, Nuclear",0,92.394534639666
GTPtn,"GTP Diffusion in Nucleus",0,92.3945346396655
GUACYC,"Guanylate Cyclase",0,1000
GUAD,"Guanine Deaminase",0,1000
GULLACter,"Gulonolactone Endoplasmic Reticular Transport",0,1000
GULN3D,"L-Gulonate 3-Dehydrogenase",-40.6367175482747,702.616408251474
GULNDer,"Gulonate Dehydrogenase, Endoplasmic Reticulum",-1000,1000
GULNter,"L-Gulonate Endoplasmic Reticular Export",0,1000
GUR1PP,"Glucuronate 1-Phosphate Phosphatase",0,449.670310456962
H2CO3Dm,"Carboxylic Acid Dissociation",0,1000
H2ETer,"H2 Phosphoethanolaminyl Transferase, Endoplasmic Reticulum",0,0
H2MTer_L,"H2 Mannosyltransferase, Endoplasmic Reticulum",0,0
H2MTer_U,"H2 Mannosyltransferase, Endoplasmic Reticulum",0,0
H2O2syn,"Hydrogen Peroxide Synthesis (NADPH Dependent)",0,1000
H2O2t,"Hydrogen Peroxide Transport via Diffusion",-1000,1000
H2O2tly,"Hydrogen Peroxide Lysosomal Transport via Diffusion",-500,1000
H2O2tm,"Hydrogen Peroxide Mitochondrial Transport",0,1000
H2O2tn,"Hydrogen Peroxide Nuclear Transport",-500,0
H2O2tp,"Hydrogen Peroxide Peroxisomal Transport via Diffusion",-1000,1000
H2Oter,"H2O Endoplasmic Reticulum Transport",-1000,1000
H2Otg,"H2O Transport, Golgi Apparatus",0,1000
H2Otly,"H2O Transport, Lysosomal",-1000,1000
H2Otm,"H2O Transport, Mitochondrial",-1000,1000
H2Otn,"H2O Transport, Nuclear",-1000,1000
H2Otp,"H2O Transport, Peroxisomal",-1000,1000
H3ETer,"H3 Phosphoethanolaminyl Transferase, Endoplasmic Reticulum",0,0
H3MTer_L,"H3 Mannosyltransferase, Endoplasmic Reticulum",0,0
H3MTer_U,"H3 Mannosyltransferase, Endoplasmic Reticulum",0,0
H4ET3er,"H4 Phosphoethanolaminyl Transferase, Endoplasmic Reticulum",0,0
H4ETer,"H4 Phosphoethanolaminyl Transferase, Endoplasmic Reticulum",0,0
H5MTer_L,"H5 Mannosyltransferase, Endoplasmic Reticulum",0,0
H5MTer_U,"H5 Mannosyltransferase, Endoplasmic Reticulum",0,0
H6_ET2er,"H6' Phosphoethanolaminyl Transferase, Endoplasmic Reticulum",0,0
H6ET3er,"H6 Phosphoethanolaminyl Transferase, Endoplasmic Reticulum",0,0
H6_ETer,"H6' Phosphoethanolaminyl Transferase, Endoplasmic Reticulum",0,0
H6MTer_L,"H6 Mannosyltransferase, Endoplasmic Reticulum",0,0
H6MTer_U,"H6 Mannosyltransferase, Endoplasmic Reticulum",0,0
H7ET2er,"H7 Phosphoethanolaminyl Transferase, Endoplasmic Reticulum",0,0
H7_ETer,"H7' Phosphoethanolaminyl Transferase, Endoplasmic Reticulum",0,0
H7MTer_L,"H7 Mannosyltransferase, Endoplasmic Reticulum",0,0
H7MTer_U,"H7 Mannosyltransferase, Endoplasmic Reticulum",0,0
H7_TAer,"H7' Transamidase, Endoplasmic Reticulum",0,0
H8MTer_L,"H8 Mannosyltransferase, Endoplasmic Reticulum",0,0
H8MTer_U,"H8 Mannosyltransferase, Endoplasmic Reticulum",0,0
H8TAer,"H8 Transamidase, Endoplasmic Reticulum",0,0
HACD1m,"3-Hydroxyacyl Coenzyme A Dehydrogenase (Acetoacetyl Coenzyme A), Mitochondrial",-315.421247388631,0
HACD1x,"3-Hydroxyacyl Coenzyme A Dehydrogenase (Acetoacetyl Coenzyme A), Peroxisomal",-290.80732100744,0
HACD9m,"3-Hydroxyacyl Coenzyme A Dehydrogenase (2-Methylacetoacetyl Coenzyme A), Mitochondrial",-627.689827738062,0.0212799999993649
HAS1,"Hyaluronan Synthase",0,165.4835432578
HAS2,"Hyaluronan Synthase",0,163.841341032019
HAtly,"Hyaluronan Transport, Extracellular to Lysosome",0,163.841341032018
HBZOPT10m,"Hydroxybenzoate Decaprenyltransferase",0,0.0231419999973835
HCO3_CLt,"Bicarbonate Transport (Cl-/Hco3- Exchange)",-1000,1000
HCOUMARINte,"Transport of Xenobiotic",0,0
HDCAter,"Palmitate Er Export",0,1000
HDCAtr,"Fatty Acid Transport via Diffusion",-1000,1000
HDCEAtr,"Fatty Acid Transport via Diffusion",-1000,1000
HDD2COAtx,"Transport of Trans-Hexadec-2-Enoyl Coenzyme A ",-1000,390.183794102608
HESTRATRIOLte,"Hydroxylated Estrogen Derivative Transport",0,96.2139184384119
HESTRATRIOLtr,"Hydroxylated Estrogen Derivative Transport",-96.2139184384104,0
HEX10,"Hexokinase (D-Glucosamine:ATP)",0,0
HEX4,"Hexokinase (D-Mannose:ATP)",0,1000
HEXCCOAtx,"Fatty Acid Intracellular Transport",0,1000
HEXCCPT1,"Carnitine O-Palmitoyltransferase",0,0.0397963186101246
HEXCCPT2,"Carnitine Transferase",0,0
HEXCCRNt,"Transport into the Mitochondria (Carnitine)",0,0
HEXCt,"Fatty Acid Transport via Diffusion",-100.714364674559,1000
HGNTOR,"Homogentisate:Oxygen 1, 2-Oxidoreductase (Decyclizing)",0,0.0231419999974889
HIBDm,"3-Hydroxyisobutyrate Dehydrogenase, Mitochondrial",-770.005719966051,0.0452200000023595
HISDC,"Histidine Decarboxylase",0,0.0172900000005711
HISt4,"L-Histidine Transport in via Sodium Symport",0,1000
HISTASE,"Histaminase",0,0.0172900000004156
HISTAtu,"Histamine Uniport",-1000,1000
HISTAVESSEC,"Histamine Secretion via Secretory Vesicle (ATP Driven)",0,1000
HIStiDF,"L-Histidine Transport via Diffusion (Extracellular to Cytosol)",0,1000
HIStN1,"Histidine Transport (Na, H Coupled)",-1000,1000
HKt,"H+/K+ Gastric/Non-Gastric P-ATPase And ABC ATPase",0,1000
HKYNH,"3-Hydroxy-L-Kynurenine Hydrolase",0,0.0119700000002057
HMGCOARr,"Hydroxymethylglutaryl Coenzyme A Reductase (Ir)",0,0
HMGCOASi,"Hydroxymethylglutaryl Coenzyme A Synthase (Ir)",0,1000
HMGCOASim,"Hydroxymethylglutaryl Coenzyme A Synthase (Ir)",0,1000
HMGCOAtm,"Hydroxymethylglutaryl Coenzyme A Reversible Mitochondrial Transport",-1000,761.975565932536
HMGCOAtx,"Hydroxymethylglutaryl Coenzyme A Reversible Peroxisomal Transport",-762.00688424424,1000
HMGLm,"Hydroxymethylglutaryl Coenzyme A Lyase",0,1000
HMGLx,"Hydroxymethylglutaryl Coenzyme A Lyase",0,1000
HOMt4,"L-Homoserine via Sodium Symport",0,1000
HOXG,"Heme Oxygenase 1",0,461.232747700773
HPACtr,"Hydroxyphenylacetate Transport via Diffusion",0,0.0231420000003538
HPCLx,"2-Hydroxyphytanoyl Coenzyme A Lyase",0,0
HPDCACRNCPT1,"Carnitine Fatty-Acyl Transferase",0,112.533682034711
HPDCACRNCPT2,"Carnitine Fatty-Acyl Transferase",0,112.53368203471
HPDCACRNt,"Heptadecanoate Transport into the Mitochondria",0,1000
HPDCAt,"Fatty Acid Transport via Diffusion",-125.907619680786,1000
HPYRDC,"Hydroxypyruvate Decarboxylase",0,880.315593024207
HPYRDCm,"Hydroxypyruvate Decarboxylase, Mitochondria",0,880.315593024216
HPYRR2x,"Hydroxypyruvate Reductase (NADH)",0,307.392760450271
HPYRRy,"Hydroxypyruvate Reductase (NADPH)",0,1000
HPYRtp,"Hydroxypyruate Transport, Peroxisomal",-1000,0
HRETNtn,"4-Hydroxyretinoic Acid Transport, Nuclear",0,0.00133000000005268
HS1ly,"Heparan-N-Sulfatase, Lysosomal",0,13.1288811585444
HS2ly,"Heparan-N-Sulfatase, Lysosomal",0,13.1288811585444
HS3ly,"Heparan-N-Sulfatase, Lysosomal",0,13.1288811585444
HS4ly,"Heparan-N-Sulfatase, Lysosomal",0,13.1288811585444
HSAT1ly,"Heparan-Glucosaminide N-Acetyltransferase, Lysosomal",0,13.1288811585444
HSAT2ly,"Heparan-Glucosaminide N-Acetyltransferase, Lysosomal",0,13.1288811585444
HSAT3ly,"Heparan-Glucosaminide N-Acetyltransferase, Lysosomal",0,13.1288811585444
HSAT4ly,"Heparan-Glucosaminide N-Acetyltransferase, Lysosomal",0,13.1288811585444
HSD11B1r,"11-Beta-Hydroxysteroid Dehydrogenase Type 1",-1000,1000
HSD11B2r,"11-Beta-Hydroxysteroid Dehydrogenase Type 2",-1000,1000
HSD17B1,"Testicular 17-Beta-Hydroxysteroid Dehydrogenase",-1000,99.8877808700333
HSD17B2r,"17-Beta-Hydroxysteroid Dehydrogenase",0,104.177904985635
HSD17B42x,"Hydroxysteroid (17-Beta) Dehydrogenase 4",0,1000
HSD17B4x,"Hydroxysteroid (17-Beta) Dehydrogenase 4",0,93.8884310888706
HSD17B7r,"Testicular 17-Beta-Hydroxysteroid Dehydrogenase",0,1000
HSD17B8r,"17-Beta-Hydroxysteroid Dehydrogenase",0,1000
HSD17B9r,"17-Beta-Hydroxysteroid Dehydrogenase (Type 7)",0,1000
HSD3A1r,"3 Alpha-Hydroxysteroid Dehydrogenase (Type 3)",-1000,1000
HSD3A2r,"3 Alpha-Hydroxysteroid Dehydrogenase (Type 3)",-1000,1000
HSD3B11,"3 Beta-Hydroxysteroid Dehydrogenase/Delta 5->4-Isomerase Type I",0,110.302608557913
HSD3B11r,"3 Beta-Hydroxysteroid Dehydrogenase/Delta 5->4-Isomerase Type I",0,104.177904985617
HSD3B12r,"3 Beta-Hydroxysteroid Dehydrogenase/Delta 5->4-Isomerase Type I",0,104.177904985628
HSD3B13,"3 Beta-Hydroxysteroid Dehydrogenase/Delta 5->4-Isomerase Type I",0,101.72412277992
HSD3B13r,"3 Beta-Hydroxysteroid Dehydrogenase/Delta 5->4-Isomerase Type I",0,104.177904985618
HSD3B2r,"3 Beta-Hydroxysteroid Dehydrogenase Type 1",0,1000
HSD3B3r,"3 Beta-Hydroxysteroid Dehydrogenase Type 1",0,1000
HSD3B7P,"Hydroxy-Delta-5-Steroid Dehydrogenase, 3 Beta- And Steroid Delta-Isomerase 7",0,1000
HSPASEly,"Heparan Sulfate Proteoglycan Protease, Lysosomal (Endosome)",0,13.1288811585444
HSPGt,"Heparan Sulfate Transport, Golgi to Extracellular",0,13.1289004706556
HSPGtly,"Heparan Sulfate Transport, Extracellular to Lysosome",0,13.1288811585444
HTAXOLte,"Transport of Xenobiotic",0,0
Htg,"Proton Diffusion, Golgi Apparatus",0,1000
Htr,"H Transporter, Endoplasmic Reticulum",-1000,1000
Htx,"H Transporter, Peroxisome",-1000,1000
HXANtl,"Hypoxanthine Faciliated Transport from Lysosome",0,0
HXANtx,"Hypoxanthine Diffusion in Peroxisome",0,120.784273586038
HYPOE,"Hypothetical Enyme",0,1000
HYPTROX,"Hypotaurine Oxidase",0,562.70382052748
ICDHxm,"Isocitrate Dehydrogenase (NAD+)",0,1000
ICDHy,"Isocitrate Dehydrogenase (NADP)",0,1000
ICDHyp,"Isocitrate Dehydrogenase (NADP+)",0,1000
ICDHyrm,"Isocitrate Dehydrogenase (NADP+)",-1000,719.45813287139
IDHPOXOX2b,"Iodide:Hydrogen-Peroxide Oxidoreductase 2",0,0
IDHPOXOX3,"Iodide:Hydrogen-Peroxide Oxidoreductase 3",0,0
IDHPOXOX4,"Iodide:Hydrogen-Peroxide Oxidoreductase 4",0,0
IDHPOXOXb,"Iodide:Hydrogen-Peroxide Oxidoreductase",0,0
IDOAASE1ly,"Alpha-L-Iduronidase, Lysosomal",0,13.1288811585444
IDOAASE2ly,"Alpha-L-Iduronidase, Lysosomal",0,13.1288811585444
IDOAASE3ly,"Alpha-L-Iduronidase, Lysosomal",0,13.1288811585444
IDOAASE4ly,"Alpha-L-Iduronidase, Lysosomal",0,39.2564488272268
IDOURtly,"Transport of Iduronate, Lysososmal",-39.3866434756334,0
IDPtn,"Transport of IDP, Nuclear",-1000,1000
ILEt4,"Transport of L-Isoleucine  via Sodium Symport",0,1000
ILEt5m,"Transport of Isoleucine, Mitochondrial ",-1000,0.0212800000014223
ILETAm,"Isoleucine Transaminase, Mitochondrial",-1000,0.0212800000000878
ILEtec,"Transport of L-Isoleucine  via Diffusion",-1000,1000
IMACTD_m,"Imidazole Acetaldeyde Dehydrogenase, Mitochondrial",0,0
INOSTO,"Inositol Oxygenase",0,702.616408251471
INSKm,"Insosine Kinase, Mitochondrial",0,0
INSt,"Transport of Inosine (Diffusion)",-1000,1000
INSt4,"Transport of Inosine via Sodium Symport",0,1000
INStl,"Transport of Inosine, Faciliated, Lysosomal",0,0
INStm,"Transport of Inosine, Faciliated, Mitochondrial",0,0
INSTt2r,"Transport of Inositol via Proton Symport",-1000,1000
INSTt4,"Transport of Inositol via Sodium Symport",-1000,1000
IPDDIx,"Isopentenyl-Diphosphate D-Isomerase",0,151.409352926621
IPDPtr,"Isopentenyl Diphosphate Transport, Endoplasmatic Reticulum",0,0
IPDPtx,"Isopentenyl Diphosphate Transport, Peroxisomal",-454.228058779855,454.228058779854
It,"Transport of Iodide via Uniport",-1000,1000
ITCOAL1m,"Itaconate- Coenzyme A Ligase (GDP-Forming), Mitochondrial",-1000,0
ITCOALm,"Itaconate- Coenzyme A Ligase (ADP-Forming), Mitochondrial",0,1000
ITPtn,"Transport of ITP, Nuclear ",-1000,1000
KAS8,"B-Ketoacyl Synthetase (Palmitate, N-C16:0)",0,140.577560997147
KCC2t,"K+-Cl- Symporter (NH4+)",-1000,1000
KCCt,"K+-Cl- Symport",-1000,1000
KDNH,"2-Keto-3Deoxy-D-Glycero-D-Galactononic Acid Phosphohydrolase",0,270.352335628471
KHK,"Ketohexokinase",0,1000
KHK2,"Ketohexokinase (D-Xylulose)",0,557.503509333057
KHK3,"Ketohexokinase (D-Tagatose)",0,0
KSII_CORE2t,"Keratan Sulfate Ii (Core2) Transport, Golgi to Extracellular",0,40.3370269368018
KSII_CORE2tly,"Keratan Sulfate Ii (Core 2) Transport, Extracellular to Lysosome",0,40.3370269368011
KSII_CORE4t,"Keratan Sulfate Ii (Core4) Transport, Golgi to Extracellular",0,37.6021230519881
KSII_CORE4tly,"Keratan Sulfate Ii (Core 4) Transport, Extracellular to Lysosome",0,37.6021230519885
KSIt,"Keratan Sulfate I Transport, Golgi to Extracellular",0,11.1489438355151
KSItly,"Keratan Sulfate I Transport, Extracellular to Lysosome",0,11.1489438355134
Kt3g,"Potassium Transport via Proton Antiport",0,0
KYN,"Kynureninase",0,0.0119699999998438
KYN3OX,"Kynurenine 3-Monooxygenase",0,0.0119700000002985
KYNAKGAT,"L-Kynurenine:2-Oxoglutarate Aminotransferase",0,1000
KYNATESYN,"4- (2-Aminophenyl)-2, 4-Dioxobutanoate Dehydratase",0,1000
LACZe,"B-Galactosidase, Extracellular",0,500
LACZly,"B-Galactosidase, Lysosomal",0,0
LALDO,"D-Lactaldehyde:NAD+ Oxidoreductase (Glutathione-Formylating)",-1000,891.60049152243
LALDO2x,"D-Lactaldehyde:NAD+ 1-Oxidoreductase",0,1000
LAPCOAl,"Lysosomal Acid Phosphorylase (CoA)",0,1000
LCADi_D,"Lactaldehyde Dehydrogenase",0,891.600491522442
LCADi_Dm,"Lactaldehyde Dehydrogenase, Mitochondrial",0,0
LCADim,"Lactaldehyde Dehydrogenase, Mitochondrial",0,891.600491522436
LCAT1e,"Lecithin-Cholesterol Acyltransferase",0,550.282882489473
LCTStg,"Lactose Transport from Golgi to Extracellular (Via Vesicle)",0,500
LCTStl,"Lactose Transport from Cytosol to Lysosome (Via Autophagocytosis)",0,0
LCYSTAT,"L-Cysteate:2-Oxoglutarate Aminotransferase",0,0.00957599999822036
LCYSTATm,"L-Cysteate:2-Oxoglutarate Aminotransferase, Mitochondrial",0,0
LCYSTCBOXL,"3-Sulfoalanine Carboxy-Lyase",0,0.00957600000022124
LDH_Lm,"L-Lactate Dehydrogenase",0,1000
LEUKTRA4t,"Transport of Leukotriene A4",-1000,1000
LEUKTRA4tr,"Transport of Leukotriene Intracellular",0,0.00824599999806233
LEUKTRB4t,"Transport of Leukotriene B4",-1000,1000
LEUKTRB4tr,"Transport of Leukotriene B4, Endoplasmatic Reticulum",-1000,122.466881312795
LEUKTRC4t,"Transport of Leukotriene C4 via Bicarbonate Antiport",-1000,1000
LEUKTRD4t,"Transport of Leukotriene D4",-1000,1000
LEUKTRD4tr,"Transport of Leukotriene D4, Endoplasmatic Reticulum",-0.00824599999806233,0
LEUKTRE4t,"Transport of Leukotriene E4",-1000,1000
LEUKTRF4t,"Transport of Leukotriene F4",-1000,1000
LEUt4,"Transport of L-Leucine via Sodium Symport",0,1000
LEUt5m,"Transport of L-Leucine, Mitochondrial",-1000,0.0917700000024979
LEUTAm,"Leucine Transaminase, Mitochondrial",-1000,0.0917700000016988
LEUtec,"Transport of L-Leucine  via Diffusion",-1000,1000
LFORKYNHYD,"L-Formylkynurenine Hydrolase",0,0.0119700000003175
LGNCCOAtx,"Fatty Acid Intracellular Transport",-1000,500.624811483593
LGNCCPT1,"Carnitine O-Palmitoyltransferase",0,0.0397963186101245
LGNCCPT2,"Transport into the Mitochondria (Carnitine)",0,0
LGNCCRNt,"Transport into the Mitochondria (Carnitine)",0,0
LGNCt,"Fatty Acid Transport via Diffusion",-1000,1000
LIMNENte,"Transport of Xenobiotic",0,0
LINKDEG1ly,"Degradation of Proteoglycan Linkage Region, Lysosomal",0,13.1288811585444
LINKDEG2ly,"Degradation of Proteoglycan Linkage Region, Lysosomal",0,49.9580603385152
LINKDEG3ly,"Degradation of Proteoglycan Linkage Region, Lysosomal",0,49.9580603385173
LINKDEG4ly,"Degradation of Proteoglycan Linkage Region, Lysosomal",0,31.4312544384383
LIPOti,"Transport of Lipoate  via Sodium Symport",0,0
L_LACDcm,"L-Lactate Dehydrogenase, Cytosolic/Mitochondrial",0,1000
L_LACtcm,"Transport of L-Lactate via Diffusion, Mitochondrial",0,1000
L_LACtm,"Transport of L-Lactate, Mitochondrial",0,1000
LNELDCCPT1,"Carnitine O-Palmitoyltransferase",0,307.772692863072
LNELDCCPT2,"Carnitine Transferase",0,307.772692863072
LNELDCCRNt,"Transport into the Mitochondria (Carnitine)",0,1000
LNELDCt,"Fatty Acid Transport via Diffusion",-172.546402162323,1000
LNLCCPT1,"Carnitine O-Palmitoyltransferase",0,1000
LNLCCPT2,"Carnitine Transferase",0,194.393686630954
LNLCCRNt,"Transport into the Mitochondria (Carnitine)",0,1000
LNLCt,"Linoleic Acid (N-C18:2) Transport in via Diffusion",-1000,1000
LNLNCACPT1,"Carnitine O-Palmitoyltransferase",0,1000
LNLNCACPT2,"Carnitine Transferase",0,1000
LNLNCACRNt,"Transport into the Mitochondria (Carnitine)",0,1000
LNLNCAt,"Fatty Acid Transport via Diffusion",-163.445403850695,1000
LNLNCGCPT1,"Carnitine O-Palmitoyltransferase",0,1000
LNLNCGCPT2,"Carnitine Transferase",0,194.658835134011
LNLNCGCRNt,"Transport into the Mitochondria (Carnitine)",0,1000
LNLNCGt,"Fatty Acid Transport via Diffusion",-163.392826424309,1000
LNS14DM,"Cytochrome P450 Lanosterol 14-Alpha-Demethylase (NADP)",0,69.9985234213277
LNSTLSr,"Lanosterol Synthase",0,75.0535036661482
LPASE,"Lysophospholipase",0,323.698706299015
LPCHOLt,"Lysophosphatidylcholine Transport",-66.9280336367436,555.449441965144
LPCOXp,"L-Pipecolate Oxidase, Peroxisomal",0,0.0308559999971528
LPS,"Lipase",0,1000
LPS2,"Lipase",0,1000
LPS2e,"Lipase, Extracellular",0,1000
LPS3,"Lipase",0,391.825292102233
LPS3e,"Lipase, Extracellular",0,391.825292102284
LPS4e,"Phospholipase",0,115.211598601754
LPSe,"Lipase",0,1000
LRAT,"Lecithin Retinol Acyltransferase",0,550.281048437989
LRAT1,"Lecithin Retinol Acyltransferase (11-Cis)",0,550.281048437989
LRAT2,"Lecithin Retinol Acyltransferase (9-Cis)",0,550.281048437992
LS3,"Lumisterol 3 Formation",0,0
LSTO1r,"Lathosterol Oxidase",0,69.9985234213282
LSTO2r,"Lathosterol Oxidase",0,69.9985234213276
LTA4H,"Leukotriene A-4 Hydrolase",0,200.210754324448
LTC4CP,"Leukotriene C4 Carboxypeptidase",-1000,1000
LTC4Sr,"Leukotriene C4 Synthase",0,0.00824599999806233
LTD4DP,"Leukotriene D4 Dipeptidase",-1000,1000
LTDCL,"L-Tryptophan Decarboxy-Lyase",0,0.0119699999998627
LYSMTF1n,"Histone-Lysine N-Methyltransferase, Nuclear",0,0
LYSMTF2n,"Histone-Lysine N-Methyltransferase, Nuclear",0,0
LYSMTF3n,"Histone-Lysine N-Methyltransferase, Nuclear",0,0
LYSOXp,"Transport of L-Lysine Oxidase, Peroxisomal",0,0.0308559999971528
LYSt4,"Transport of L-Lysine  via Sodium Symport",0,1000
LYStiDF,"Transport of L-Lysine via Diffusion",0,1000
LYStip,"Transport of L-Lysine, Peroxisomal (Irreversible)",0,0.0308559999971528
LYStm,"Transport of Lysine  via Ornithine Carrier, Mitochondrial",-1000,1000
LYStn,"Transport of L-Lysine, Nuclear",-1000,0
M1316Mg,"Mannosyl-Oligosaccharide 1, 3-1, 6-Alpha-Mannosidase",0,125
M13N2Tg,"Alpha-1, 3-Mannosyl-Glycoprotein 2-Beta-N-Acetylglucosaminyltransferase",0,125
M13N4Tg,"Alpha-1, 3-Mannosyl-Glycoprotein 4-Beta-N-Acetylglucosaminyltransferase",0,0
M14NTg,"Beta-1, 4-Mannosyl-Glycoprotein 4-Beta-N-Acetylglucosaminyltransferase",0,125
M16N4Tg,"Alpha-1, 6-Mannosyl-Glycoprotein 4-Beta-N-Acetylglucosaminyltransferase",0,0
M16N6Tg,"Alpha-1, 6-Mannosyl-Glycoprotein 6-Beta-N-Acetylglucosaminyltransferase",0,0
M16NTg,"Alpha-1, 6-Mannosyl-Glycoprotein 2-Beta-N-Acetylglucosaminyltransferase",0,125
M4ATAer,"M4A Transamidase, Endoplasmic Reticulum",0,0
M4BET2er,"M4B Phosphoethanolaminyl Transferase, Endoplasmic Reticulum",0,0
M4BTAer,"M4B Transamidase, Endoplasmic Reticulum",0,0
M4CET3er,"M4C Phosphoethanolaminyl Transferase, Endoplasmic Reticulum",0,0
M4MPDOL_Lter,"Transport of (Alpha-D-Mannosyl)4-Beta-D-Mannosyl-Diacetylchitobiosyldiphosphodolicho Flippase",0,12.5
M4MPDOL_Uter,"Transport of (Alpha-D-Mannosyl)4-Beta-D-Mannosyl-Diacetylchitobiosyldiphosphodolichol Flippase",0,5.52702044173399
M7MASNBterg,"Transport of (Alpha-D-Mannosyl)7-Beta-D-Mannosyl-Diacetylchitobiosyl-L-Asparagine, Isoform B (Protein), Endoplasmic Reticulum to Golgi Apparatus",0,125
M8MASNterg,"Transport of (Alpha-D-Mannosyl)8-Beta-D-Mannosyl-Diacetylchitobiosyl-L-Asparagine (Protein), Endoplasmic Reticulum to Golgi Apparatus",0,111.111111111111
MACACI,"Maleylacetoacetate Isomerase",0,0.0231420000000737
MACOXO,"3-Methylimidazole Acetaldehyde:NAD+ Oxidoreductase",0,0.0172900000000351
MAGt,"Monoacylglycerol 2 Transport",-391.825292102233,1000
MALSO3tm,"Malate:Sulfite Antiport, Mitochondrial",-1000,1000
MALSO4tm,"Malate:Sulfate Antiport, Mitochondrial",-1000,1000
MALTe,"Alpha-Glucosidase, Extracellular",0,0
MALTly,"Alpha-Glucosidase, Lysosomal",0,0
MALtm,"Malate Transport, Mitochondrial",-1000,1000
MALTSULtm,"Malate:Thiosulfate Antiport, Mitochondrial",-1000,1000
MALTt1r,"Maltose Transport (Uniport)",0,0
MAN1_6B1er,"Mannosidase I, Endoplasmic Reticulum (G1M6Masnb1-Producing)",0,0
MAN1_7Ber,"Mannosidase I, Endoplasmic Reticulum (G1M7Masnb-Producing)",0,0
MAN2_6B1er,"Mannosidase Ii, Endoplasmic Reticulum (G1M6Masnb1-Producing)",0,0
MAN2_7Cer,"Mannosidase Ii, Endoplasmic Reticulum (G1M7Masnc-Producing)",0,0
MANt1r,"Mannose Transport (Uniport)",-1000,1000
MANter,"Mannose Efflux from Endoplasmic Reticulum",0,125
MANtg,"Mannose Efflux from Golgi Apparatus",0,666.666666666667
MANtly,"Mannose Efflux from Lysosome",0,375
MAOLNOR,"Monoamine Oxidase (L-Normetanephrine)",0,0.0231419999975685
MAOX,"Methylamine Oxidase",0,0.0231419999976103
MCCCrm,"Methylcrotonoyl Coenzyme A Carboxylase, Mitochondrial",0,0.0917700000018158
MCD,"Malonyl Coenzyme A Decarboxylase Cytoplasmic",0,1000
MCDm,"Malonyl Coenzyme A Decarboxylase, Mitochondrial",0,1000
MCDp,"Malonyl Coenzyme A Decarboxylase Peroxisomal",0,1000
MCITS,"2-Methylcitrate Synthase",0,484.872555700195
